watershed_group_code,crossing_feature_type,ch_spawning_blocked_km,ch_rearing_blocked_km,co_spawning_blocked_km,co_rearing_blocked_km,sk_spawning_blocked_km,sk_rearing_blocked_km,st_spawning_blocked_km,st_rearing_blocked_km,all_spawning_blocked_km,all_rearing_blocked_km,all_spawningrearing_blocked_km
ADMS,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ADMS,"ROAD, DEMOGRAPHIC",7.73,10.25,13.72,20.38,0.00,0.00,0.00,0.00,13.72,20.38,20.38
ADMS,"ROAD, RESOURCE/OTHER",8.53,13.96,15.85,20.02,0.00,0.00,0.00,0.00,15.85,20.02,20.02
ALBN,DAM,3.53,4.08,4.08,5.03,0.00,0.00,46.76,36.91,47.31,37.86,57.29
ALBN,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALBN,"ROAD, DEMOGRAPHIC",12.50,19.99,24.53,28.27,0.02,0.00,17.41,25.71,25.09,30.27,30.27
ALBN,"ROAD, RESOURCE/OTHER",120.92,144.73,182.67,170.13,6.93,0.00,155.69,226.45,203.66,239.51,267.35
ATLL,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATLL,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATLL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATNA,"ROAD, DEMOGRAPHIC",2.11,3.90,5.44,9.14,0.00,0.00,2.42,13.41,5.56,17.17,17.17
ATNA,"ROAD, RESOURCE/OTHER",1.67,1.47,12.34,17.58,0.00,0.00,3.81,14.82,12.34,21.69,22.43
BABL,DAM,0.00,0.00,2.02,3.55,21.98,0.00,0.00,0.00,24.00,3.55,25.53
BABL,"ROAD, DEMOGRAPHIC",4.14,9.24,10.94,19.02,0.00,0.00,0.00,0.00,10.94,19.02,19.02
BABL,"ROAD, RESOURCE/OTHER",37.18,117.11,223.18,466.91,2.99,0.00,0.00,0.00,226.17,466.91,469.90
BABR,"ROAD, RESOURCE/OTHER",2.22,10.73,35.09,97.24,0.00,0.00,6.09,69.19,35.09,126.36,126.36
BBAR,DAM,0.52,0.52,4.75,5.96,0.00,0.00,0.00,0.00,4.75,5.96,5.96
BBAR,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BBAR,"ROAD, DEMOGRAPHIC",1.63,3.06,3.05,3.05,0.00,0.00,0.00,0.00,3.05,3.05,3.05
BBAR,"ROAD, RESOURCE/OTHER",3.17,7.13,14.94,16.80,0.00,0.00,0.00,0.00,14.94,16.80,16.80
BEAV,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BELA,DAM,1.47,1.87,1.87,1.88,0.00,0.00,1.46,1.88,1.87,1.88,1.88
BELA,"ROAD, DEMOGRAPHIC",0.75,3.21,2.86,4.31,0.00,0.00,0.85,4.83,2.86,4.83,4.83
BELA,"ROAD, RESOURCE/OTHER",139.92,62.61,191.88,121.49,14.52,272.76,158.92,123.16,194.86,436.21,562.11
BIGC,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BIGC,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BIGC,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLAR,"ROAD, DEMOGRAPHIC",0.00,0.00,6.00,36.17,0.00,0.00,0.00,0.00,6.00,36.17,36.17
BLAR,"ROAD, RESOURCE/OTHER",0.00,0.00,18.57,175.35,4.13,9.45,0.00,0.00,21.58,184.80,184.84
BLUR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLUR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BONP,DAM,0.00,0.00,1.62,9.34,0.00,23.81,0.00,1.72,1.62,33.24,33.24
BONP,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BONP,"ROAD, DEMOGRAPHIC",2.03,2.50,2.48,9.44,0.00,0.00,2.12,7.70,2.48,12.09,12.09
BONP,"ROAD, RESOURCE/OTHER",14.33,20.57,30.82,84.39,2.27,14.87,15.74,96.44,30.86,145.90,145.94
BOWR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOWR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.57,4.95,0.00,0.00,0.00,0.00,0.57,4.95,4.95
BOWR,"ROAD, RESOURCE/OTHER",297.75,329.40,434.10,805.47,18.40,87.08,0.00,0.00,438.88,893.47,894.61
BRID,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRID,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRID,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRID,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRKS,DAM,14.90,7.89,17.86,9.18,0.42,0.00,16.06,8.71,18.29,9.92,20.36
BRKS,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.09,0.00,0.00,1.80,2.48,1.80,2.57,2.57
BRKS,"ROAD, RESOURCE/OTHER",63.25,104.37,120.78,142.48,0.00,0.00,75.03,147.23,127.19,181.48,182.80
BULK,DAM,0.00,0.00,0.90,10.63,0.00,0.00,0.00,0.42,0.90,10.65,10.65
BULK,RAIL,4.41,8.67,17.23,34.57,0.00,0.00,7.20,34.67,17.23,43.89,43.89
BULK,"ROAD, DEMOGRAPHIC",23.10,40.93,65.58,146.41,0.00,10.56,30.77,129.26,65.58,191.17,191.17
BULK,"ROAD, RESOURCE/OTHER",37.38,73.44,115.78,315.32,1.37,41.15,46.08,359.14,116.12,507.40,507.40
BULK,TRAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BULL,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.40,186.56,203.79
BULL,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BULL,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BULL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CAMB,DAM,0.85,1.42,3.79,4.04,8.50,35.16,1.32,2.45,12.04,39.36,47.61
CAMB,"ROAD, DEMOGRAPHIC",0.00,0.00,2.16,2.16,0.00,0.00,0.00,2.16,2.16,2.16,2.16
CAMB,"ROAD, RESOURCE/OTHER",10.87,17.71,29.87,43.83,2.83,0.00,12.52,28.55,32.70,48.56,53.22
CANO,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CANO,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CANO,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CARP,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CARP,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CARR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CARR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CARR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.79,0.79,0.00,0.00,0.00,0.00,0.79,0.79,0.79
CHES,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHES,"ROAD, DEMOGRAPHIC",0.00,0.00,3.63,8.11,0.00,0.00,0.00,0.00,3.63,8.11,8.11
CHES,"ROAD, RESOURCE/OTHER",0.00,0.00,0.97,28.12,3.20,0.00,0.00,0.00,4.17,28.12,31.32
CHIL,"ROAD, RESOURCE/OTHER",1.11,1.11,19.51,216.67,0.31,70.80,0.00,0.00,19.67,287.46,287.46
CHIR,DAM,0.00,0.00,4.92,7.99,0.00,0.00,0.00,0.00,4.92,7.99,7.99
CHIR,"ROAD, DEMOGRAPHIC",0.53,5.08,5.87,7.69,0.43,18.32,0.00,0.00,5.87,26.01,26.01
CHIR,"ROAD, RESOURCE/OTHER",5.70,15.86,29.34,68.73,0.00,0.00,0.00,0.00,29.34,68.73,68.73
CHWK,DAM,40.33,45.66,51.05,69.11,0.00,0.00,36.93,57.99,51.05,76.04,76.04
CHWK,RAIL,0.65,0.65,1.07,6.00,0.00,0.00,0.65,5.95,1.07,6.96,6.96
CHWK,"ROAD, DEMOGRAPHIC",20.75,40.96,64.42,131.12,0.00,0.00,11.73,98.72,64.42,144.10,144.10
CHWK,"ROAD, RESOURCE/OTHER",29.91,35.48,44.53,48.62,2.99,70.85,34.82,50.87,44.63,128.28,128.28
CLAY,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34,1.34
CLAY,"ROAD, DEMOGRAPHIC",0.00,0.94,0.92,1.29,0.19,0.00,0.00,1.98,0.92,2.32,2.32
CLAY,"ROAD, RESOURCE/OTHER",33.32,60.72,74.43,82.48,10.18,0.00,40.36,91.23,78.72,101.08,102.43
CLAY,TRAIL,0.48,0.48,0.48,0.48,0.00,0.00,0.48,0.48,0.48,0.48,0.48
CLRH,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLRH,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLRH,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLWR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLWR,"ROAD, DEMOGRAPHIC",0.00,0.00,1.08,11.68,0.00,0.00,0.00,0.00,1.08,11.68,11.68
CLWR,"ROAD, RESOURCE/OTHER",0.00,2.59,2.59,5.96,0.00,0.00,0.00,0.00,2.59,5.96,5.96
COAL,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COAL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLR,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COMX,DAM,3.87,4.31,4.73,12.30,0.00,0.00,3.87,4.53,4.73,12.31,12.31
COMX,RAIL,1.36,1.36,1.36,1.36,0.00,0.00,1.35,1.36,1.36,1.36,1.36
COMX,"ROAD, DEMOGRAPHIC",19.59,31.60,34.29,45.47,2.00,0.00,20.35,36.59,35.62,49.09,49.09
COMX,"ROAD, RESOURCE/OTHER",88.26,129.51,154.99,209.33,0.00,0.00,120.69,192.19,176.64,253.55,256.41
COTR,DAM,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,1.80,1.80
COTR,RAIL,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00,0.00,5.73,5.73
COTR,"ROAD, DEMOGRAPHIC",0.00,9.84,17.71,35.53,0.00,0.00,0.00,0.00,17.71,35.53,35.53
COTR,"ROAD, RESOURCE/OTHER",5.27,10.05,47.98,318.85,0.00,0.00,0.00,0.00,47.98,318.85,318.85
COWN,DAM,1.21,1.21,1.94,1.93,0.21,0.00,1.21,1.96,2.15,1.95,2.15
COWN,RAIL,4.81,8.23,8.19,8.45,0.00,0.00,6.45,9.32,8.18,9.51,9.51
COWN,"ROAD, DEMOGRAPHIC",10.48,22.98,31.20,37.69,1.03,4.95,11.66,39.49,31.21,50.42,50.42
COWN,"ROAD, RESOURCE/OTHER",39.09,64.35,86.35,104.36,0.00,0.00,52.89,117.57,95.20,140.70,140.71
COWN,TRAIL,3.94,6.40,8.52,9.59,0.00,0.00,3.92,9.66,8.52,10.44,10.44
CRKD,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRKD,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRKD,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRKD,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEAD,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEAD,"ROAD, DEMOGRAPHIC",0.00,1.29,1.29,1.64,0.00,0.00,0.00,0.00,1.29,1.64,1.64
DEAD,"ROAD, RESOURCE/OTHER",16.00,17.83,31.79,60.80,0.00,0.00,9.89,24.10,31.79,63.05,63.05
DEAL,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEAL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEAR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEAR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEAR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOGC,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOGC,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOGC,"ROAD, RESOURCE/OTHER",0.64,3.27,11.39,19.68,0.00,0.00,0.00,0.00,11.39,19.68,19.68
DRIR,RAIL,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,2.17,2.17
DRIR,"ROAD, RESOURCE/OTHER",0.00,0.00,4.96,87.24,0.00,0.00,0.00,0.00,4.96,87.24,87.24
DUNC,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DUNC,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DUNC,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DUNE,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ELKR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,15.97,15.97
ELKR,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.37,13.81,14.02
ELKR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.45,56.38,56.38
ELKR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,259.64,391.47,393.56
EUCH,"ROAD, DEMOGRAPHIC",0.00,0.00,0.26,16.93,0.00,0.00,0.00,0.00,0.26,16.93,16.93
EUCH,"ROAD, RESOURCE/OTHER",0.10,0.10,3.26,150.55,4.10,9.66,0.00,0.00,7.26,160.21,160.21
EUCL,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EUCL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINA,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINA,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FIRE,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FIRE,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FONT,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FONT,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOXR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FRAN,DAM,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,2.28,2.28
FRAN,RAIL,0.00,0.00,0.00,2.37,0.00,0.00,0.00,0.00,0.00,2.36,2.36
FRAN,"ROAD, DEMOGRAPHIC",13.45,14.36,21.92,65.70,15.26,101.39,0.00,0.00,24.47,167.09,168.62
FRAN,"ROAD, RESOURCE/OTHER",9.38,9.46,39.28,259.15,3.68,114.39,0.00,0.00,40.43,373.54,373.54
FRCN,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FRCN,RAIL,0.05,0.45,1.02,1.53,0.00,0.00,0.10,2.98,1.02,2.97,2.97
FRCN,"ROAD, DEMOGRAPHIC",8.02,13.33,15.88,27.97,0.00,0.00,3.15,20.31,15.88,33.83,33.83
FRCN,"ROAD, RESOURCE/OTHER",34.72,46.53,52.69,59.69,0.00,0.00,44.84,78.32,59.14,83.95,83.95
FROG,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GLAR,"ROAD, RESOURCE/OTHER",8.24,12.91,19.94,36.73,0.00,0.00,0.00,0.00,19.94,36.73,37.17
GOLD,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GOLD,"ROAD, DEMOGRAPHIC",0.14,0.14,2.42,2.83,0.00,0.00,0.34,2.02,2.68,3.42,3.42
GOLD,"ROAD, RESOURCE/OTHER",142.09,107.56,200.52,140.40,7.54,21.83,169.04,168.27,205.49,210.65,288.11
GRAI,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRAI,"ROAD, DEMOGRAPHIC",13.77,26.42,32.30,41.74,0.00,0.00,14.23,30.32,32.30,42.25,42.25
GRAI,"ROAD, RESOURCE/OTHER",161.33,376.01,402.06,506.51,5.15,0.00,181.41,512.45,415.88,601.86,602.07
GRNL,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRNL,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRNL,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRNL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUIC,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUIC,"ROAD, DEMOGRAPHIC",0.00,0.00,3.65,17.22,0.00,0.00,0.00,11.48,3.65,22.00,22.00
GUIC,"ROAD, RESOURCE/OTHER",0.00,0.00,3.75,52.23,0.00,0.00,0.00,4.16,3.75,54.36,54.36
GUIC,TRAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HARR,DAM,2.16,7.70,13.11,17.16,0.00,0.02,0.00,2.62,13.11,18.12,18.12
HARR,RAIL,0.39,0.50,1.38,3.27,0.00,0.00,0.39,4.72,1.38,5.25,5.25
HARR,"ROAD, DEMOGRAPHIC",0.08,1.86,9.74,30.64,0.00,0.00,0.82,29.05,10.49,36.89,36.89
HARR,"ROAD, RESOURCE/OTHER",3.43,8.61,15.18,20.81,0.00,0.00,10.70,27.79,19.06,31.34,31.34
HAYR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HERR,"ROAD, RESOURCE/OTHER",0.00,0.93,0.94,4.04,0.00,0.00,0.00,0.00,0.94,4.04,4.04
HOLB,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOLB,"ROAD, DEMOGRAPHIC",0.39,1.19,3.76,5.19,0.00,0.00,0.73,2.95,3.76,5.32,5.32
HOLB,"ROAD, RESOURCE/OTHER",65.06,129.60,158.13,194.54,0.00,0.00,80.61,211.71,169.07,242.81,242.81
HOMA,DAM,0.93,1.34,1.46,1.46,0.00,0.00,0.00,0.00,1.46,1.46,1.46
HOMA,"ROAD, DEMOGRAPHIC",2.80,5.31,9.91,16.54,0.00,0.00,0.00,0.00,9.91,16.54,16.54
HOMA,"ROAD, RESOURCE/OTHER",88.52,79.50,149.71,116.72,0.00,0.00,0.00,0.00,149.71,116.72,186.31
HORS,DAM,0.00,0.00,0.00,8.09,0.00,0.00,0.00,0.00,0.00,8.09,8.09
HORS,"ROAD, DEMOGRAPHIC",0.00,1.25,3.38,3.93,3.38,0.00,0.00,0.00,3.38,3.93,7.31
HORS,"ROAD, RESOURCE/OTHER",0.00,2.78,2.21,19.51,0.15,0.00,0.00,0.00,2.21,19.57,19.57
INGR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
INKR,"ROAD, RESOURCE/OTHER",0.23,0.23,0.23,1.40,0.00,0.00,0.23,0.58,0.23,1.75,1.75
ISKR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISKR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISKR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JERV,DAM,1.93,5.76,12.23,13.30,1.81,75.37,6.33,11.35,14.32,91.42,93.29
JERV,"ROAD, DEMOGRAPHIC",8.23,11.73,20.56,27.37,0.00,0.00,11.33,32.03,22.53,41.99,41.99
JERV,"ROAD, RESOURCE/OTHER",24.50,32.52,47.53,50.84,1.88,9.57,36.53,69.30,53.62,90.60,96.25
KAHN,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KAKC,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KAKC,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KCHL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KEEC,"ROAD, RESOURCE/OTHER",0.00,0.00,0.97,1.54,0.00,0.00,0.00,0.00,0.97,1.54,1.54
KETL,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KETL,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KETL,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KETL,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KETL,TRAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHOR,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHOR,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHOR,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHOR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHTZ,"ROAD, RESOURCE/OTHER",4.32,6.58,8.51,9.69,0.00,0.00,10.01,16.30,11.89,17.76,17.76
KINR,"ROAD, DEMOGRAPHIC",0.46,3.02,4.12,14.79,0.30,0.00,0.00,0.00,4.12,14.79,14.79
KINR,"ROAD, RESOURCE/OTHER",0.00,6.37,10.08,25.25,0.00,0.00,0.00,0.00,10.08,25.25,25.25
KISK,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KISK,RAIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KISK,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KISK,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KISP,DAM,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.07,0.07,0.07,0.07
KISP,RAIL,1.07,1.97,4.66,6.77,0.00,0.00,1.97,3.45,4.66,8.26,8.26
KISP,"ROAD, DEMOGRAPHIC",11.11,22.66,33.27,61.27,0.00,0.00,14.71,45.68,33.29,71.15,71.15
KISP,"ROAD, RESOURCE/OTHER",38.94,76.01,129.76,201.65,0.00,0.00,59.42,204.73,136.81,274.56,274.56
KITL,"ROAD, RESOURCE/OTHER",0.56,2.45,3.64,4.51,0.00,0.00,0.00,0.00,3.64,4.51,4.51
KITR,RAIL,1.41,1.42,2.01,4.56,0.00,0.00,1.04,2.00,2.01,4.56,4.56
KITR,"ROAD, DEMOGRAPHIC",1.25,2.80,2.84,3.70,0.00,0.00,2.06,3.02,2.84,3.75,3.75
KITR,"ROAD, RESOURCE/OTHER",43.98,71.83,84.37,113.44,0.00,0.00,51.52,105.02,85.89,129.70,132.48
KLAR,"ROAD, RESOURCE/OTHER",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KLIN,DAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KLIN,"ROAD, DEMOGRAPHIC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KLIN,"ROAD, RESOURCE/OTHER",6.30,10.66,11.29,17.61,0.00,0.00,6.17,12.84,11.73,20.19,20.19
KLUM,DAM,0.74,0.74,0.86,0.86,0.00,0.00,0.74,1.57,0.86,1.68,1.68
KLUM,RAIL,2.34,5.14,8.44,10.70,0.00,0.00,1.47,8.01,8.44,11.24,11.24
