stream_crossing_id,user_barrier_status,watershed_group_code,reviewer_name,review_date,notes
58109,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58110,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58111,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58112,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58113,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58114,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58115,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58117,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58118,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58119,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58120,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58121,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58122,PASSABLE,BULK,LB,2024-02-27,"Based on assessment comments, structure is a ford and no fish passage concerns"
58123,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58124,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58127,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58129,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58131,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58132,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58133,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58134,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58135,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58136,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58137,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58138,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58140,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58143,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58145,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58146,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58147,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58148,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58149,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58150,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58163,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58164,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58180,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58181,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58182,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58184,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58187,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58188,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58195,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58196,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58197,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58198,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58200,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58201,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58202,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58203,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58204,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58205,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58206,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58207,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58208,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58209,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58212,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58214,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58215,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58217,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58218,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58220,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58221,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58222,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58224,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58230,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58231,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58233,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58236,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58237,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58240,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58241,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58244,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58248,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58249,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58265,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58269,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58270,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58281,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58282,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58283,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58284,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58285,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58286,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58288,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58289,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58294,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58298,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58305,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58309,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58310,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58315,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58324,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58334,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58339,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58342,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58343,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58344,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58345,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58347,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58348,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58349,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58350,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58351,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58352,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58353,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58356,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58357,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58359,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
58363,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123349,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123354,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123358,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123359,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123360,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123361,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123362,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123366,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123376,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123378,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123379,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123383,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123394,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123395,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123396,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123412,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123414,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123424,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123425,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123430,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123439,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123441,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123507,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123512,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123514,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123515,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123516,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123521,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123523,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123525,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123526,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123529,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123531,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123542,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123543,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123545,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123546,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123549,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123552,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123554,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123556,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123557,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123564,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123566,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123571,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123572,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123574,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123578,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123580,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123582,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123583,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123585,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123588,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123591,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123592,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123594,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123597,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123621,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123622,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123623,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123624,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123625,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123626,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123640,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123641,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123654,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123655,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123656,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123657,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123660,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123661,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123669,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123670,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123677,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123681,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123685,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123692,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123693,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123694,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123698,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123701,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123702,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123703,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123704,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123714,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123728,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123734,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123735,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123742,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123765,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123768,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123774,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123780,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123781,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123783,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123784,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123786,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123788,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123796,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123800,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123801,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
123802,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124160,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124161,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124162,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124168,POTENTIAL,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124169,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124175,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124186,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124189,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124190,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124192,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124193,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124194,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
